COPAN Systems Inc.	
Las Vegas Gaming, Inc.	
Euchner GmbH+Co. KG	
Datacard Group	
Apache Micro Peripherals, Inc.	
Nextcomm, Inc.	
Magellan Technology Pty Limited	
ZIDA TECHNOLOGIES LIMITED	
First Property (Beijing) Co., Ltd Modern MOMA Branch	
GreenPeak Technologies	
Wearable Inc.	
Hurco Automation Ltd.	
Loxone Electronics GmbH	
I-O DATA DEVICE, INC.	
CacheVision, Inc	
TELENA S.P.A.	
SK hynix	
CASTLE ROCK, INC.	
Licera AB	
International Broadband Electric Communications, Inc.	
Zypcom, Inc	
Siemens AG - Industrial Automation - EWA	
MOBITEK	
BELL ATLANTIC	
Equitech Industrial(DongGuan)Co.,Ltd	
Quanergy Systems Inc	
Dynalab, Inc.	
Strukton Systems bv	
ATMOSPHERE NETWORKS	
INGENICO	
Master Industrialization Center Kista	
F & S Elektronik Systeme GmbH	
CorEdge Networks, Inc.	
Accuenergy (CANADA) Inc	
Studio Technologies, Inc	
LEDCO	
Accelent Systems, Inc.	
Symstream Technology Group Ltd	
Angel Iglesias S.A.	
AMiT spol. s. r. o.	
OMNI-WiFi, LLC	
GEMSOC INNOVISION INC.	
Renkus-Heinz, Inc.	
Carnegie Technologies	
ZPE Systems, Inc.	
STRATUS COMPUTER INC.	
DIGITAL ART SYSTEM	
Keiyo System Research, Inc.	
NET2NET CORPORATION	
STRATACOM	
Power Ethernet	
Sensus Metering Systems	
HAZEMEYER	
Shanghai HITE-BELDEN Network Technology Co., Ltd.	
Edgewater Wireless Systems Inc	
TP Vision Belgium NV	
AudeSi Technologies	
Cisco Meraki	
Digital Fountain, Inc.	
POLYGON, JSC	
Hawking Technologies, Inc.	
Berkeley Camera Engineering	
Asia Pacific Microsystems , Inc.	
Auto Telecom Company	
Commscope, Inc	
NAGOYA ELECTRIC WORKS CO., LTD	
LEA	
Pelago Networks	
Corrigent Systems	
Secure Electrans Ltd	
Fa. Metabox AG	
DENSO CORPORATION	
Arada Systems, Inc.	
ATH system	
Logic Controls, Inc.	
WiWide Inc.	
Super Micro Computer, Inc.	
Jaty Electronics	
BSP Co., Ltd.	
Overture Networks	
Enginuity Communications	
J-THREE INTERNATIONAL Holding Co., Ltd.	
Pegasus Technologies Inc.	
Xalyo Systems	
Vallox Oy	
ShenZhen jieshun Science&Technology Industry CO,LTD.	
ATI Technologies Inc.	
TECSEN	
Helmut Mauell GmbH Werk Weida	
TEC WizHome Co., Ltd.	
EDUP INTERNATIONAL (HK) CO., LTD	
zhejiang ebang communication co.,ltd	
Cuciniale GmbH	
MELPER Co., Ltd.	
JAPAN RADIO CO., LTD.	
ViXS Systems Inc	
SYSMATE CO., LTD.	
Shenzhen sangfei consumer communications co.,ltd	
Monsoon Multimedia, Inc	
intec GmbH	
YOKOYAMA SHOKAI CO.,Ltd.	
DRESSLER GMBH & CO.	
Tecnova	
SQUARE D COMPANY	
Avantis.Co.,Ltd	
ADVA Optical Networking Ltd.	
Optowiz Co., Ltd	
CASTEL	
A.T.N.R.	
Federal State Unitary Enterprise Leningrad R&D Institute of	
Niceway CNC Technology Co.,Ltd.Hunan Province	
pomdevices, LLC	
Shanghai Fangzhiwei Information Technology CO.,Ltd.	
Marshall Electronics	
COMPACT DEVICES, INC.	
Skipper Wireless, Inc.	
StrataLight Communications, Inc.	
Phonex Korea Co., LTD.	
FLIGHT DATA SYSTEMS	
PHILIPS APELDOORN B.V.	
ANTEC	
TOPWELL INTERNATIONAL HOLDINGS LIMITED	
BCM Computers Co., Ltd.	
Net One Partners Co.,Ltd.	
Goodrich ISR	
Wistron Corporation	
Acterna	
NOVITA	
ADEMCO	
Shenzhen Dehoo Technology Co.,Ltd	
AXON NETWORKS, INC.	
Aisino Corporation	
4P MOBILE DATA PROCESSING	
SHOWA DENKI CO.,LTD.	
Nanjing Huazhuo Electronics Co., Ltd.	
Edgecore Networks Corportation	
Ralinwi Nanjing Electronic Technology Co., Ltd.	
iXSea	
AKCP	
TELECOM AUSTRALIA/CSSC	
XTS CORP	
SEMAPHORE COMMUNICATIONS CORP.	
ExaDigm Inc	
Shenzhen Ferex Electrical Co.,Ltd	
VME MICROSYSTEMS INTERNATIONAL CORPORATION	
Shenzhen lnovance Technology Co.,Ltd.	
VISION NETWARE CO.,LTD	
IDT, INC.	
SK Mtek microelectronics(shenzhen)limited	
GERP Solution	
Weidmüller Interface GmbH & Co. KG	
INTERFACE CONCEPT	
CONTAL OK Ltd.	
Amtelco	
Amphenol	
ACRES GAMING, INC.	
Envisacor Technologies Inc.	
NeuLion Incorporated	
FOXCONN	
PAL MOHAN ELECTRONICS PVT LTD	
Vista Imaging, Inc.	
VETRONIX CORP.	
SAKAI SYSTEM DEVELOPMENT CORP.	
Bogen Communications	
SHC Netzwerktechnik GmbH	
Concept Development, Inc.	
DATAEXPERT CORP.	
BlueAnt Wireless	
SiliconStor, Inc.	
MST CORPORATION	
FAIVELEY TRANSPORT	
Sonim Technologies Inc	
DIGITAL MICROWAVE CORPORATION	
Adcon Telemetry GmbH	
ITDevices, Inc.	
Q-Light Co., Ltd.	
LABiTec - Labor Biomedical Technologies GmbH	
AEON SYSTEMS, INC.	
Dropcam	
Green Energy Options Ltd	
OPWILL Technologies CO .,LTD	
Giaval Science Development Co. Ltd.	
Nolangroup S.P.A con Socio Unico	
Power Zenith Inc.	
1394 Trade Association	
Ebtron Inc.	
APAC opto Electronics Inc.	
Symantec Corporation	
IC Nexus Co. Ltd.	
AzureWave Technology Inc.	
VITALINK COMMUNICATIONS CORP.	
MOBIUS TECHNOLOGIES, INC.	
Embedded Wireless Labs	
MIOS ELETTRONICA SRL	
Europlex Technologies	
Parallel Wireless, Inc	
EQUIP'TRANS	
WEG	
ARGON NETWORKS, INC.	
Concorde Microsystems Inc.	
HENRI DEPAEPE S.A.S.	
NL Technology	
AC Electric Vehicles, Ltd.	
RSR S.R.L.	
EXSCEED CORPRATION	
UCZOON Technology Co., LTD	
Ningbo Sanhe Digital Co.,Ltd	
Li Seng Technology Ltd	
HISENSE ELECTRIC CO.,LTD	
NORAND CORPORATION	
Mainstream Data, Inc.	
Cisco Systems Inc	
x.o.ware, inc.	
TurboComm Tech Inc.	
Cynove	
Beta LaserMike	
General Dynamics	
Braintree Communications Pty Ltd	
KID Systeme GmbH	
XNET TECHNOLOGY, INC.	
Kaonmedia CO., LTD.	
EdgeWave	
TollBridge Technologies, Inc.	
Pacific Biosciences	
Opti-cell, Inc.	
Teraview Technology Co., Ltd.	
YORK Refrigeration, Marine & Controls	
LTi DRIVES GmbH	
Alphatron Marine BV	
Current, powered by GE	
Deonet Co., Ltd.	
Saafnet Canada Inc.	
MikroM GmbH	
Teleste Corporation	
Matuschek Messtechnik GmbH	
VIKING Modular Solutions	
O2Micro, Inc.	
miControl GmbH	
Commtest Instruments Ltd	
INFORMATION PRESENTATION TECH.	
AMIGO TECHNOLOGY CO., LTD.	
WNI Resources, LLC	
ZODIAC AEROSPACE SAS	
UQUEST, LTD.	
Powerhouse Dynamics	
BLIP Systems	
MC Technologies GmbH	
Cohesive Financial Technologies LLC	
Westerstrand Urfabrik AB	
Phase Motion Control SpA	
ETREND ELECTRONICS, INC.	
Connect One	
Godrej & Boyce Mfg. co. ltd	
UTSTARCOM	
ADVAS CO., LTD.	
LANEX CORPORATION	
Insightek Corp.	
UNIBRAIN S.A.	
Phytrex Technology Corp.	
FIBRONICS LTD.	
ESCALATE NETWORKS, INC.	
PURE DATA LTD.	
Incipio Technologies, Inc	
Minieum Networks, Inc	
emtrion GmbH	
Octopus Systems Limited	
VideoHome Technology Corp.	
Imacs GmbH	
JEPICO Corporation	
Lenovo Mobile Communication Technology Ltd.	
China SSJ (Suzhou) Network Technology Inc.	
Danaher Motion - Kollmorgen	
ALE International	
Tellumat (Pty) Ltd	
Hang Zhou Huite Technology Co.,ltd.	
EKS Elektronikservice GmbH	
Automat Engenharia de Automação Ltda.	
KAWASAKI LSI U.S.A., INC.	
Umezawa Musen Denki Co., Ltd.	
Perfectone Netware Company Ltd	
tdvine	
Applied Wireless Identifications Group, Inc.	
K.A. Schmersal GmbH & Co. KG	
Woonsang Telecom, Inc.	
GDX Technologies Ltd.	
C. ITOH ELECTRONICS, INC.	
ZNV	
WorldGate	
Dyna Technology Co.,Ltd.	
ADVANCED COMPUTER APPLICATIONS	
SKYBELL, INC	
Gridlink Tech. Co.,Ltd.	
KMB systems, s.r.o.	
FU YI CHENG Technology Co., Ltd.	
TATSUNO CORPORATION	
Freedom9 Inc.	
Beckmann GmbH	
Solarbridge Technologies	
Dediprog Technology Co. Ltd.	
Kumahira Co., Ltd.	
Colorado Med Tech	
MEGATON HOUSE, LTD.	
NET TEK  AND KARLNET, INC.	
UNISYS CORPORATION	
Estech Co.,Ltd	
COMPUTER & COMMUNICATION RESEARCH LAB.	
Linktop Technology Co., LTD	
WebSprint Communications, Inc.	
SCINETS	
Avvio Networks	
TECOM Co., Ltd.	
Medicore Co., Ltd	
FuGang Electronic (DG) Co.,Ltd	
PeopleNet Communication	
RENA GmbH Print Systeme	
W-LINX TECHNOLOGY CO., LTD.	
BioControl AS	
Datron World Communications, Inc.	
T&A Mobile Phones	
IAI Corporation	
HID Corporation	
JOYMAX ELECTRONICS CO. LTD.	
Axis Communications AB	
PAVO, INC.	
Knilink Technology, Inc.	
PERICOM SEMICONDUCTOR CORP.	
OHM TECHNOLOGIES INTL, LLC	
OEM Worldwide	
Asia Vital Components Co.,Ltd.	
Supreme Magic Corporation	
MICRILOR, Inc.	
Haier	
LUMINEX Lighting Control Equipment	
AURORA TECHNOLOGIES, INC.	
CORNELL Communications, Inc.	
Prettl Elektronik Radeberg GmbH	
Camtel Technology Corp.	
Cobham plc	
Beijing Xiaoyuer Technology Co. Ltd.	
LIG NEOPTEK	
DEI Sales, Inc.	
ShangHai Y&Y Electronics Co., Ltd	
TRIXELL	
IPM Datacom S.R.L.	
LINK2IT, L.L.C.	
Edata Elektronik San. ve Tic. A.Ş.	
DATAFUSION SYSTEMS	
Temia Vertriebs GmbH	
Homenet Communications	
BRITTON LEE INC.	
Madge Ltd.	
Challenger Supply Holdings, LLC	
Barberry Solutions Ltd	
SHINKO ELECTRIC INDUSTRIES CO.	
TB Group Inc	
Zycoo Co.,Ltd	
Thuh Company	
PictureTel Corp.	
Nimbus Inc.	
Acoustic Stream	
Curtiss Wright Controls Embedded Computing	
GBO Technology	
Mobitec AB	
OVATION SYSTEMS LTD.	
Wistron (ChongQing)	
Schoonderbeek Elektronica Systemen B.V.	
Blue Danube Systems, Inc	
SA.S.S. Datentechnik AG	
SHASTA NETWORKS	
Adler ELREHA GmbH	
LXI Consortium	
Kobian Pte Ltd - Taiwan Branch	
Enterasys	
PacketAccess	
GENITECH PTY LTD	
Video Products Group	
QingDao Hiphone Technology Co,.Ltd	
Landauer, Inc.	
VersaLogic Corp.	
Arria Live Media, Inc.	
UVT Unternehmensberatung fur Verkehr und Technik GmbH	
SoundBridge	
Chinasys Technologies Limited	
RCO Security AB	
OCTEL COMMUNICATIONS CORP.	
SEWOO TECH CO., LTD	
companytec automação e controle ltda.	
eac AUTOMATION-CONSULTING GmbH	
NANJING IOT SENSOR TECHNOLOGY CO,LTD	
Kihoku Electronic Co.	
JRC TOKKI Co.,Ltd.	
TPL SYSTEMES	
Morpho	
Meditech Kft	
Birka BPA Informationssystem AB	
Biz-2-Me Inc.	
Ifoundry Systems Singapore	
8X8 INC.	
Shenzhen Linsn Technology Development Co.,Ltd	
KERLINK	
HT COMMUNICATIONS	
WEBSTER COMPUTER CORPORATION	
Toshiba Corporation	
INFOTEC LTD	
DY-4 INCORPORATED	
Wireless Measurement Ltd	
Space CyberLink, Inc.	
BWA Technology GmbH	
ShenZhen Hitom Communication Technology Co..LTD	
Erae Electronics Industry Co., Ltd	
LYNK	
Sicon srl	
Iskra Transmission d.d.	
GuangZhou Thinker Technology Co. Ltd.	
ENCANTO NETWORKS, INC.	
Pumpkin Networks, Inc.	
Oxance	
Raybased AB	
Pointmobile	
Flexoptix GmbH	
PENTACOM LTD.	
Axtion Sdn Bhd	
Verkada Inc	
ADVANTECH CO., LTD.	
CEStronics GmbH	
802 Global	
CyVerse Corporation	
NETWORTH INCORPORATED	
Quanta Storage Inc.	
WIRELESS DATA GROUP MOTOROLA	
KBS	
HYUNDAI DIGITECH Co, Ltd.	
Shenzhen JMicron Intelligent Technology Developmen	
eCopilt AB	
Sichuan Jinwangtong Electronic Science&Technology Co,.Ltd	
KAEL MÜHENDİSLİK ELEKTRONİK TİCARET SANAYİ LİMİTED ŞİRKETİ	
Bluelon ApS	
JEULIN S.A.	
COUNTER SOLUTIONS LTD.	
ADigit Technologies Corp.	
ORBIS TECNOLOGIA ELECTRICA S.A.	
Naray Information & Communication Enterprise	
Belco International Co.,Ltd.	
TCL Networks Equipment Co., Ltd.	
Redwire, LLC	
Danpex Corporation	
Corning Incorporated	
NANJING PUTIAN TELECOMMUNICATIONS TECHNOLOGY CO.,LTD.	
Verkerk Service Systemen	
UDC RESEARCH LIMITED	
Cloud Telecomputers, LLC	
Leading Public Performance Co., Ltd.	
Avotek corporation	
VOGTEC(H.K.) Co., Ltd	
PiiGAB, Processinformation i Goteborg AB	
VERYTECH	
Shenzhen Yichen Technology Development Co.,LTD	
Imago Group	
CE Digital(Zhenjiang)Co.,Ltd	
NBS Payment Solutions Inc.	
Guardware Systems Ltd.	
AXAN Networks	
TELEM SAS	
Shanghai Feixun Communication Co.,Ltd.	
AGFEO GmbH & Co. KG	
ITG Worldwide Sdn Bhd	
Zeta Broadband Inc.	
TELNET Redes Inteligentes S.A.	
G24 Power Limited	
IKT Advanced Technologies s.r.o.	
ACUCOMM, INC.	
TaiYear Electronic Technology (Suzhou) Co., Ltd	
Ashley Butterworth	
eDevice, Inc.	
Fuyoh Video Industry CO., LTD.	
Elster Solutions, LLC	
CHANNEL SYSTEMS INTERN'L INC.	
Netrake an AudioCodes Company	
INTERGON, INC.	
Conti Temic microelectronic GmbH	
Chongqing Sichuan Instrument Microcircuit Co.LTD.	
USA 111 Inc	
PIONEER CORPORATION	
Viettel Group	
QTECH LLC	
ABLER TECHNOLOGY, INC.	
Crest Audio	
Feitian Xunda(Beijing) Aeronautical Information Technology Co., Ltd.	
GOTIVE a.s.	
Powertech co.,Ltd	
CAYMAN SYSTEMS INC.	
AIJI System Co., Ltd.	
MARNER INTERNATIONAL, INC.	
Cyclotronics Power Concepts, Inc	
Applied Media Technologies Corporation	
Ascensia Diabetes Care	
Hitachi Ltd, Semiconductor & Integrated Circuits Gr	
RC COMPUTER A/S	
AISIN AW CO.,LTD.	
Bertel S.p.a.	
Acronet Co., Ltd.	
Logic Instrument SA	
Alpha Security Products	
Shenzhen Herotel Tech. Co., Ltd.	
Brans Technologies, Inc.	
Jurumani Solutions	
GTO Access Systems LLC	
Linkwell Telesystems Pvt Ltd	
Sparr Electronics Ltd	
I-CUBE, INC.	
Loud Technologies Inc.	
Zhejiang Moorgen Intelligence Technology Co., Ltd	
CABLE PRINT	
SmartCap Technologies	
m-u-t AG	
Philips CareServant	
LITTLE MACHINES INC.	
ShenZhen ACTO Digital Video Technology Co.,Ltd.	
TAC SYSTEMS, INC.	
American Magnetics, Inc.	
iConnectivity	
YOUNGBO ENGINEERING INC.	
Ubiquitous Communication Co. ltd.	
Shanghai Joindata Technology Co.,Ltd.	
Tantalus Systems Corp.	
Y Soft Corporation, a.s.	
TOHKEN CO.,LTD.	
Xiangshan Giant Eagle Technology Developing Co., Ltd.	
PINON Corp.	
C8 MediSensors, Inc.	
Akimbi Systems	
EXCEL, INC.	
AirTies Wireless Networks	
RiT technologies Ltd.	
North Atlantic Industries	
Kamstrup A/S	
Glsystech Co., Ltd.	
ABL CANADA, INC.	
Gi Fone Korea, Inc.	
TAIHAN ELECTRIC WIRE CO., LTD.	
Devialet	
Siemens Network Convergence LLC	
Lasercraft Inc	
Yunnan KSEC Digital Technology Co.,Ltd.	
BITwave Pte Ltd	
f.robotics acquisitions ltd	
Caton Overseas Limited	
Soyal Technology Co., Ltd.	
SCHWEITZER ENGINEERING	
Samjin Information & Communications Co., Ltd.	
IHSE GmbH	
CONTROL RESOURCES CORPORATION	
VEB KOMBINAT ROBOTRON	
Riedo Networks Ltd	
Darim Vision	
Design Solutions Inc.	
Intelligent Computer Solutions Inc.	
IPmental, Inc.	
Lancelan Technologies S.L.	
Go Networks	
Chr. Mayr GmbH & Co. KG	
Ansync Inc.	
Konka Group Co., Ltd.	
Abloomy	
BELL & HOWELL PUB SYS DIV	
Intermas France	
Shenzhen Smart Intelligent Technology Co.Ltd	
Shenzhen Super D Technology Co., Ltd	
Trapeze Networks	
Auerswald GmbH & Co. KG	
Hangzhou OYE Technology Co. Ltd	
YUKAI Engineering	
Panasonic India Pvt. Ltd.	
Spinnaker Networks, Inc.	
Netsys Telecom	
Beijing Nebula Link Technology Co., Ltd	
Honeywell HomMed	
KVASER AB	
SCDI Co. LTD	
Zhongshan General K-mate Electronics Co., Ltd	
Kunshan JADE Technologies co., Ltd.	
GUANGDONG PISEN ELECTRONICS CO.,LTD	
Tonalite Holding B.V.	
RoomReady/Zdi, Inc.	
Fujikon Industrial Co.,Limited	
Chiun Mai Communication Systems, Inc	
Scalys	
ASP COMPUTER PRODUCTS, INC.	
Hyunjin.com	
Motorola Inc Business Light Radios	
JOHN FLUKE MANUFACTURING CO.	
Rednix	
Westcontrol AS	
BK Electronics cc	
Aeluros	
CMICRO CORPORATION	
Integrated System Technologies Ltd	
T-Platforms (Cyprus) Limited	
OJ-Electronics A/S	
Gradual Tecnologia Ltda.	
Allied Telesis Labs Ltd	
Digital Logic GmbH	
SYNTECH (HK) TECHNOLOGY LIMITED	
Wescon Technology, Inc.	
storONE	
T.M. Electronics, Inc.	
Lyngso Marine A/S	
JMicron Technology Corp.	
INCREDIBLE TECHNOLOGIES, INC.	
Dongguan Aoyuan Electronics Technology Co., Ltd	
Conti Temic Microelectronic GmbH	
Weinzierl Engineering GmbH	
Korea Infocom Co.,Ltd.	
Raritan Computer, Inc	
Jiangsu Yitong High-Tech Co.,Ltd	
Lufkin Industries	
E-LEAD ELECTRONIC CO., LTD	
SwissQual License AG	
Accutech Ultrasystems Co., Ltd.	
SierraCom	
Vossloh-Schwabe Deutschland GmbH	
Gorba AG	
Shenzhen SC Technologies Co.,LTD	
DAIN TELECOM CO., LTD.	
JACOMO CORPORATION	
REV Ritter GmbH	
Francotyp-Postalia GmbH	
ChongQing JINOU Science & Technology Development CO.,Ltd	
UniComm Inc.	
SCITEX DIGITAL PRINTING, INC.	
SOVICO	
Explora Technologies Inc	
Thales Communications Inc	
SIEMENS AG, Digital Factory, Motion Control System	
NetScout Systems, Inc.	
QUOTRON SYSTEMS INC.	
Techno Trade s.a	
Quantitative Imaging Corporation	
Flextronics International	
LEO Innovation Lab	
Feit Electric Company, Inc.	
LabJack	
AR Infotek Inc.	
LiveTV	
ROLAND DG CORPORATION	
IWICS Inc.	
Teletronics Technology Corporation	
SPIDCOM Technologies SA	
AhnLab,Inc.	
NISSEI ELECTRIC CO., LTD.	
SteadyServ Technoligies, LLC	
GSI Helmholtzzentrum für Schwerionenforschung GmbH	
VeriWave, Inc.	
RSI VIDEO TECHNOLOGIES	
Eletronica Nitron Ltda	
saxnet gmbh	
Khomp	
Netzin Technology Corporation,.Ltd.	
RDC Semiconductor Inc.,	
ZCOMM, INC.	
Megasolution,Inc.	
EMUTEC INC.	
KYOHRITSU ELECTRONIC INDUSTRY CO., LTD.	
ReDriven Power Inc.	
Pico Digital	
Toshiba Teli Corporation	
AETA	
E-TEN Information Systems Co., Ltd.	
Hi-flying electronics technology Co.,Ltd	
Fascinations Toys and Gifts, Inc.	
PALLADIUM ENERGY ELETRONICA DA AMAZONIA LTDA	
Airvod Limited	
JMR Electronics, Inc	
Creative Technology, Ltd.	
FORMOSA21 INC.	
RadioCOM, s.r.o.	
Intego Systems, Inc.	
Uniwill Computer Corp.	
Globalstar Inc.	
Weibel Scientific A/S	
Yottabyte	
Spica international	
Baker Hughes Inc.	
Trace Live Network	
Custom Control Concepts	
Beijing HuaqinWorld Technology Co.,Ltd.	
Red-M Products Limited	
Beijing Huacan Electronics Co., Ltd	
MII	
Patria Ailon	
C-COM Corporation	
Vollmer Werke GmbH	
SHENZHEN IP-COM Network Co.,Ltd	
Pulsar-Telecom LLC.	
CYGNET SYSTEMS	
Car Connectivity Consortium	
FORMOSA WIRELESS COMMUNICATION CORP.	
Kameleon Technologies	
Source Photonics, Inc.	
Shenzhen Gwelltimes Technology Co.,Ltd	
SiNett Corporation	
ATI Industrial Automation	
EoCell	
IBC TECHNOLOGIES INC.	
3pleplay Electronics Private Limited	
SHENZHEN SEECOMM TECHNOLOGY CO.,LTD.	
Cryptosoft	
Beijing Broad Telecom Ltd., China	
Orange Logic	
TAIYO CORPORATION	
Conrad Electronic SE	
PLUS  Corporation	
CORNET TECHNOLOGY, INC.	
DSP Application, Ltd.	
Trilogy Communications Ltd	
L-3 Communications Geneva Aerospace	
E-Band Communications Corp.	
QUANTUM DESIGNS (H.K.) LTD.	
Schubert System Elektronik Gmbh	
Beijing Jingdong Century Trading Co., LTD.	
ASWT Co., LTD. Taiwan Branch H.K.	
Shenzhen Shixuntong Information & Technoligy Co	
Lengda Technology(Xiamen) Co.,Ltd.	
Vision Research, Inc.	
Sycamore Networks	
HS Automatic ApS	
YMC AG	
m2c Electronic Technology Ltd.	
Infoware ZRt.	
Smartcom - Bulgaria AD	
Raytheon BBN Technologies	
Trek Technology (S) Pte Ltd	
Ample Communications Inc.	
Converter Industry Srl	
ShenZhen Figigantic Electronic Co.,Ltd	
Mad Catz Interactive Inc	
VertexRSI, General Dynamics SatCOM Technologies, Inc.	
BitBox Ltd	
Hangzhou DPtech Technologies Co., Ltd.	
PHOENIX CONTACT Electronics GmbH	
dSPACE GmbH	
JC HYUN Systems, Inc.	
Nivus GmbH	
Sinotech Engineering Consultants, Inc.  Geotechnical Enginee	
LAON TECHNOLOGY CO., LTD.	
ROGER D.Wensker, G.Wensker sp.j.	
OLYMPUS IMAGE SYSTEMS, INC.	
Aerotech Inc	
Sandvine Incorporated	
Varian Medical Systems	
Openpeak, Inc	
Great Well Electronic LTD	
VIBICOM COMMUNICATIONS INC.	
Shanghai High-Flying Electronics Technology Co., Ltd	
InnosiliconTechnology Ltd	
RAMTEK CORP.	
Xambala Incorporated	
Invensys Controls UK Limited	
Hills Sound Vision & Lighting	
ConnectQuest, llc	
IDEA ASSOCIATES	
AV Digital	
Axon Digital Design	
ADTEK System Science Co., Ltd.	
LBNL  Engineering	
VIASYS Healthcare GmbH	
ADVANET INC.	
Chengdu jinshi communication Co., LTD	
ITON Technology Limited	
Wuhan Zhongyuan Huadian Science & Technology Co.,	
PENTA Gesellschaft für elektronische Industriedatenverarbeitung mbH	
OPTIMEM	
Apogee Labs, Inc.	
Atlanta DTH, Inc.	
GlobalTop Technology Inc.	
Moduel AB	
SHENZHEN MAGNUS TECHNOLOGIES CO.,LTD	
LCFC(HeFei) Electronics Technology Co., Ltd.	
Molex Canada Ltd	
WOORISYSTEMS CO., Ltd	
Westinghouse Digital	
Cymtec Systems, Inc.	
Pigeon Point Systems LLC	
Applied Micro Electronics AME bv	
Core Tec Communications, LLC	
Synchrony, Inc.	
Shenzhen Bitland Information Technology Co., Ltd.	
Smartronix, Inc.	
ProTelevision Technologies A/S	
eBet Gaming Systems Pty Ltd	
TRON LINK ELECTRONICS CO., LTD.	
Thermo Fisher Scientific Messtechnik GmbH	
Infinique Worldwide Inc	
POLARIS COMMUNICATIONS, INC.	
Martinsson Elektronik AB	
Aetas Systems Inc.	
Deltanode Solutions AB	
Eubus GmbH	
HCV Consulting	
Shenzhen Homecare Technology Co.,Ltd.	
VNL Europe AB	
Giga-byte Communications Inc.	
SCI Innovations Ltd	
Core Brands LLC	
Alta Solutions, Inc.	
Shenzhen Bopengfa Elec&Technology CO.,Ltd	
Teranetics, Inc.	
Spectrum Signal Processing Inc.	
Prescope Technologies CO.,LTD.	
Shanghai Artimen Technology Co., Ltd.	
InnoMediaLogic, Inc.	
Velodyne	
Grasphere Japan	
Junger Audio-Studiotechnik GmbH	
Tellus Group Corp.	
TRIMM, INC.	
RACORE COMPUTER PRODUCTS INC.	
Bointec Taiwan Corporation Limited	
CCS Inc.	
RAMIX INC.	
endeavour GmbH	
Ettus Research LLC	
NO NDA Inc	
Market Central, Inc.	
Doro AB	
Siemens AG, Healthcare Sector	
Beech Hill Electronics	
Salira Optical Network Systems	
Shunra Software Ltd.	
moblic	
Indus Teqsite Private Limited	
WEBGEAR, INC.	
RWE Effizienz GmbH	
Angstrem Telecom	
Shenzhen Yihao Hulian Science and Technology Co., Ltd.	
Cellink	
Eifelwerk Butler Systeme GmbH	
ASTON ELECTRONIC DESIGNS LTD.	
Advanced Technical Support, Inc.	
British Telecommunications plc	
WatchGuard Technologies, Inc.	
ST Electronics(Shanghai) Co.,Ltd	
Xanboo	
Shenzhen Vsun communication technology Co.,ltd	
Unitend Technologies Inc.	
Dome Imaging Inc	
INSIDE Technology A/S	
VPI Engineering	
OTSL Inc.	
THE DROID WORKS	
Macro Image Technology, Inc.	
LifeHealth, LLC	
APASS TECHNOLOGY CO., LTD.	
HangZhou DeChangLong Tech&Info Co.,Ltd	
RISCO LTD	
AVM GmbH	
Cosesy ApS	
American Reliance Inc.	
Pepxim International Limited	
Flash, Inc.	
Swarco LEA d.o.o.	
National Resource Management, Inc.	
WEBGATE Inc.	
LINOTYPE-HELL AG	
NETVISION CORPORATION	
Nicira Networks	
Voipac s.r.o.	
OSCILLOQUARTZ S.A.	
The Wandsworth Group Ltd	
MAPLE COMPUTER SYSTEMS	
Dedicated Network Partners Oy	
RIVA Networks Inc.	
LONG BEN (DONGGUAN) ELECTRONIC TECHNOLOGY CO.,LTD.	
ACROLOOP MOTION CONTROL	
Conceptronic	
Anam Electronics Co., Ltd	
THE PANDA PROJECT	
Control Solutions LLC	
Brusa Elektronik AG	
Dametric AB	
SHENZHEN BUL-TECH CO.,LTD.	
AVL List GmbH	
KDC Corp.	
TOUMAZ LTD	
KODICOM CO.,LTD.	
UNATECH. CO.,LTD	
RFID, Inc.	
FirmTek, LLC	
MICROROBOT.CO.,LTD	
Alcatel-Lucent Telecom Limited	
Billion Electric Co. Ltd.	
DIVERSIFIED TECHNOLOGY, INC.	
NURI Telecom Co., Ltd.	
OnePlus Technology (Shenzhen) Co., Ltd	
NeuroCom International, Inc.	
Mach Power, Rappresentanze Internazionali s.r.l.	
Remote Security Systems, LLC	
NADEX Co., Ltd.	
DEFIDEV	
Beijing Beny Wave Technology Co Ltd	
Queclink Wireless Solutions Co., Ltd	
MobileCompia	
MICRO WORLD	
Zyptonite	
BYK-Gardner GmbH	
Benchmark Electronics Romania SRL	
TASI, Inc	
SecWell Networks Oy	
Radiation Safety and Control Services Inc	
Tokyo Boeki Medisys Inc.	
SAMSAN CORP.	
SHENZHEN DAJIAHAO TECHNOLOGY CO.,LTD	
JOYTOTO Co., Ltd.	
SEOUL ELECTRONICS&TELECOM	
GENERAL VISION ELECTRONICS CO. LTD.	
NEXUS ELECTRONICS	
Lg Innotek	
QA Cafe	
The Electric Controller and Manufacturing Co., LLC	
Art Beijing Science and Technology Development Co., Ltd.	
Beijing Rongcheng Hutong Technology Co., Ltd.	
O2 MICRO, INC.	
Broadata Communications, Inc	
ORBIT MERRET, spol. s r. o.	
T3 Innovation	
Kyushu Electronics Systems Inc.	
DEIF A/S	
PYXIS S.R.L.	
Infohand Co.,Ltd	
Transmeta Corp.	
Cubic Defense Simulation Systems	
TEIKOKU ELECTRIC MFG. CO., LTD	
HanYang System	
Acomz Networks Corp.	
Corrent Corporation	
